"番号","章番号","章","大項目番号","大項目","中項目番号","中項目","小項目番号","小項目","再掲","備考","Ａ","Ｂ","Ｃ","削除","KW計","H17","H21","H25","H30","患者調査による頻度"
"1383","ⅩⅠ","アレ膠免疫","5","その他の重要な小児領域の疾患","A","膠原病と類縁疾患","②","川崎病","532","nan","4","1","1","0","8","1","2","3","2","7"
"1384","ⅩⅠ","アレ膠免疫","5","その他の重要な小児領域の疾患","A","膠原病と類縁疾患","③","リウマチ熱","nan","心弁膜症","0","5","1","0","2","1","nan","1","nan","0"
"1385","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","①","インフルエンザ","405","nan","5","1","0","0","16","3","6","5","2","8"
"1386","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","②","RSウイルス感染症","nan","nan","3","2","1","0","3","nan","nan","nan","3","5"
"1387","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","③","流行性耳下腺炎<ムンプス>","nan","nan","4","1","1","0","4","2","nan","1","1","2"
"1388","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","④","麻疹","nan","nan","3","1","2","0","14","4","2","2","6","0"
"1389","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑤","風疹","nan","nan","3","3","0","0","9","1","2","6","nan","0"
"1390","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑥","突発性発疹","nan","nan","4","1","1","0","4","nan","1","2","1","1"
"1391","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑦","急性灰白髄炎<ポリオ>","nan","nan","0","1","5","0","2","nan","nan","1","1","3"
"1392","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑧","コクサッキーウイルス感染症、エコー<ECHO>ウイルス感染症","nan","ヘルパンギーナ、手足口病、急性出血性結膜炎","4","1","1","0","10","2","4","2","2","0"
"1393","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑨","アデノウイルス感染症","nan","咽頭結膜熱、流行性角結膜炎","3","2","1","0","13","2","5","4","2","3"
"1394","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑩","ウイルス性下痢症","nan","nan","4","0","1","0","0","nan","nan","nan","nan","0"
"1395","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑪","単純ヘルペスウイルス感染症","nan","nan","4","2","0","0","5","1","1","2","1","20"
"1396","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑫","水痘･帯状疱疹","nan","nan","5","1","0","0","18","3","6","5","4","71"
"1397","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑬","Epstein-Barr<EB>ウイルス感染症","nan","nan","2","3","1","0","4","1","1","1","1","0"
"1398","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑭","パルボウイルスB19感染症","nan","伝染性紅斑","3","0","3","0","6","nan","3","1","2","0"
"1399","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑮","サイトメガロウイルス感染症","nan","nan","1","3","2","0","7","3","2","2","nan","0"
"1400","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑯","デング熱","nan","nan","0","2","4","0","2","nan","nan","2","nan","0"
"1401","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑰","ジカウイルス感染症","nan","nan","0","1","5","0","0","nan","nan","nan","nan","0"
"1402","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑱","エボラ出血熱","nan","nan","0","0","6","0","1","nan","nan","1","nan","0"
"1403","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑲","ヒトパピローマウイルス<HPV>感染症","nan","尖圭コンジローマ、尋常性疣贅､結膜乳頭腫、子宮頸癌","1","2","3","0","6","2","nan","4","nan","312"
"1404","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","⑳","伝染性軟属腫","nan","nan","0","3","3","0","0","nan","nan","nan","nan","18"
"1405","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","㉑","ヒト免疫不全ウイルス<HIV>感染症、後天性免疫不全症候群<AIDS>","nan","nan","3","1","2","0","28","7","7","9","5","9"
"1406","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","㉒","ヒトT 細胞白血病ウイルス<HTLV-Ⅰ>感染症","nan","nan","1","3","2","0","7","1","nan","3","3","2"
"1407","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","㉓","ウイルス性肝炎","nan","nan","4","2","0","0","1","nan","nan","nan","1","146"
"1408","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","㉔","ウイルス性髄膜炎","nan","nan","6","0","0","0","0","nan","nan","nan","nan","0"
"1409","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","㉕","日本脳炎","nan","nan","1","2","3","0","2","nan","1","1","nan","0"
"1410","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","㉖","ノロウイルス感染症","nan","nan","3","2","1","0","7","nan","3","3","1","0"
"1411","ⅩⅡ","感染","1","ウイルス","A","ウイルスによる感染症","㉗","ロタウイルス感染症","nan","nan","3","2","1","0","3","1","nan","2","nan","0"
"1412","ⅩⅡ","感染","2","クラミジア、マイコプラズマ、リケッチア","A","クラミジア・マイコプラズマ・リケッチアによる感染症","①","オウム病","nan","nan","2","3","0","1","1","nan","1","nan","nan","0"
"1413","ⅩⅡ","感染","2","クラミジア、マイコプラズマ、リケッチア","A","クラミジア・マイコプラズマ・リケッチアによる感染症","②","クラミジア肺炎","nan","nan","3","3","0","0","0","nan","nan","nan","nan","0"
"1414","ⅩⅡ","感染","2","クラミジア、マイコプラズマ、リケッチア","A","クラミジア・マイコプラズマ・リケッチアによる感染症","③","クラミジア結膜炎<トラコーマ>","nan","nan","1","3","1","0","0","nan","nan","nan","nan","11"
"1415","ⅩⅡ","感染","2","クラミジア、マイコプラズマ、リケッチア","A","クラミジア・マイコプラズマ・リケッチアによる感染症","④","性器クラミジア感染症","nan","nan","4","2","0","0","5","2","2","1","nan","10"
"1416","ⅩⅡ","感染","2","クラミジア、マイコプラズマ、リケッチア","A","クラミジア・マイコプラズマ・リケッチアによる感染症","⑤","マイコプラズマ肺炎","nan","nan","4","1","1","0","6","3","1","2","nan","3"
"1417","ⅩⅡ","感染","2","クラミジア、マイコプラズマ、リケッチア","A","クラミジア・マイコプラズマ・リケッチアによる感染症","⑥","ツツガ虫病","nan","nan","0","3","2","0","5","1","1","1","2","0"
"1418","ⅩⅡ","感染","2","クラミジア、マイコプラズマ、リケッチア","A","クラミジア・マイコプラズマ・リケッチアによる感染症","⑦","Q熱","nan","nan","0","2","4","0","1","nan","nan","1","nan","0"
"1419","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","①","連鎖球菌感染症","nan","nan","4","1","1","0","2","2","nan","nan","nan","15"
"1420","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","②","腸球菌感染症","nan","nan","3","1","1","0","0","nan","nan","nan","nan","0"
"1421","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","③","肺炎球菌感染症","nan","nan","3","2","1","0","0","nan","nan","nan","nan","0"
"1422","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","④","黄色ブドウ球菌感染症、メチシリン耐性黄色ブドウ球菌く MRSA>感染症","nan","トキシックショック症候群<TSS>","4","1","1","0","7","1","nan","5","1","0"
"1423","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑤","表皮ブドウ球菌感染症","nan","nan","3","2","1","0","0","nan","nan","nan","nan","0"
"1424","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑥","淋菌感染症","nan","nan","3","2","1","0","4","nan","2","2","nan","0"
"1425","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑦","髄膜炎菌感染症","nan","Waterhouse-Friderichsen症候群","3","3","0","0","0","nan","nan","nan","nan","0"
"1426","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑧","ヘリコバクター・ピロリ感染症","584","nan","4","0","1","0","11","2","1","5","3","0"
"1427","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑨","リステリア感染症","nan","nan","0","2","4","0","2","nan","nan","1","1","0"
"1428","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑩","ジフテリア","nan","nan","0","1","5","0","0","nan","nan","nan","nan","0"
"1429","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑪","ヘモフィルス感染症","nan","インフルエンザ{桿}菌感染症、軟性下疳","1","2","3","0","0","nan","nan","nan","nan","0"
"1430","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑫","モラクセラ・カタラリス感染症","nan","nan","3","1","2","0","1","nan","nan","1","nan","0"
"1431","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑬","細菌性赤痢","nan","nan","1","3","2","0","1","1","nan","nan","nan","0"
"1432","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑭","サルモネラ感染症","nan","腸チフス、パラチフス、非チフス性サルモネラ症","3","2","1","0","2","nan","nan","1","1","0"
"1433","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑮","百日咳","nan","nan","3","2","1","0","6","3","1","2","nan","0"
"1434","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑯","大腸菌感染症","nan","腸管出血性大腸菌感染症","3","2","1","0","9","nan","3","2","4","0"
"1435","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑰","クレブシエラ感染症","nan","nan","3","1","2","0","0","nan","nan","nan","nan","0"
"1436","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑱","セラチア感染症","nan","nan","2","2","1","0","0","nan","nan","nan","nan","0"
"1437","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑲","腸炎ビブリオ感染症","nan","nan","2","2","2","0","0","nan","nan","nan","nan","0"
"1438","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","⑳","コレラ","nan","nan","0","3","3","0","0","nan","nan","nan","nan","0"
"1439","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉑","レジオネラ症","nan","nan","3","2","1","0","2","1","nan","1","nan","0"
"1440","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉒","緑膿菌感染症","nan","nan","4","2","0","0","3","1","1","nan","1","0"
"1441","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉓","アシネトバクター感染症","nan","nan","2","2","1","0","0","nan","nan","nan","nan","0"
"1442","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉔","破傷風","nan","nan","0","4","2","0","2","1","1","nan","nan","0"
"1443","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉕","ガス壊疽","215","壊死性筋膜炎","0","3","2","0","9","1","3","4","1","0"
"1444","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉖","ボツリヌス症","nan","バイオテロ","0","4","1","0","1","nan","nan","1","nan","0"
"1445","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉗","クロストリジウム・ディフィシル腸炎","nan","CDトキシン","4","0","1","0","4","nan","nan","1","3","1"
"1446","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉘","バクテロイデス感染症","nan","nan","1","2","2","0","0","nan","nan","nan","nan","0"
"1447","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉙","放線菌症","nan","nan","0","3","2","0","0","nan","nan","nan","nan","0"
"1448","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉚","ノカルジア症","nan","nan","0","2","3","0","0","nan","nan","nan","nan","0"
"1449","ⅩⅡ","感染","3","細菌","A","細菌(抗酸菌<マイコバクテリア>を除く)による感染症","㉛","梅毒","nan","nan","2","3","1","0","9","2","nan","3","4","1"
"1449.5","ⅩⅡ","感染","4","抗酸菌<マイコバクテリ","A","抗酸菌<マイコバクテリ","KW","抗酸菌症","nan","nan","0","0","0","0","5","nan","2","2","1","0"
"1450","ⅩⅡ","感染","4","抗酸菌<マイコバクテリア>","A","抗酸菌<マイコバクテリア>による感染症","①","結核","nan","nan","5","0","1","0","23","6","4","11","2","56"
"1451","ⅩⅡ","感染","4","抗酸菌<マイコバクテリア>","A","抗酸菌<マイコバクテリア>による感染症","②","非結核性<非定型>抗酸菌症","404, 219","nan","3","1","1","0","5","1","1","2","1","33"
"1452","ⅩⅡ","感染","4","抗酸菌<マイコバクテリア>","A","抗酸菌<マイコバクテリア>による感染症","③","Hansen病","nan","nan","0","1","5","0","3","nan","3","nan","nan","1"
"1453","ⅩⅡ","感染","5","真菌、寄生虫、その他の病原体","A","真菌、寄生虫、その他の病原体による感染症","①","カンジダ症","nan","nan","4","0","1","0","9","nan","1","6","2","36"
"1454","ⅩⅡ","感染","5","真菌、寄生虫、その他の病原体","A","真菌、寄生虫、その他の病原体による感染症","②","クリプトコックス症","nan","nan","1","3","1","0","5","nan","1","4","nan","1"
"1455","ⅩⅡ","感染","5","真菌、寄生虫、その他の病原体","A","真菌、寄生虫、その他の病原体による感染症","③","アスペルギルス症","402","nan","3","3","0","0","17","4","3","8","2","4"
"1456","ⅩⅡ","感染","5","真菌、寄生虫、その他の病原体","A","真菌、寄生虫、その他の病原体による感染症","④","白癬","220","nan","3","2","1","0","9","1","3","3","2","350"
"1457","ⅩⅡ","感染","5","真菌、寄生虫、その他の病原体","A","真菌、寄生虫、その他の病原体による感染症","⑤","癜風","221","nan","0","3","3","0","1","1","nan","nan","nan","4"
"1458","ⅩⅡ","感染","5","真菌、寄生虫、その他の病原体","A","真菌、寄生虫、その他の病原体による感染症","⑥","スポロトリコーシス","222","nan","0","2","3","0","0","nan","nan","nan","nan","0"
"1459","ⅩⅡ","感染","5","真菌、寄生虫、その他の病原体","A","真菌、寄生虫、その他の病原体による感染症","⑦","ニューモシスチス肺炎","nan","nan","5","1","0","0","0","nan","nan","nan","nan","1"
"1460","ⅩⅡ","感染","5","真菌、寄生虫、その他の病原体","A","真菌、寄生虫、その他の病原体による感染症","⑧","アメーバ赤痢","nan","輸入感染症","0","2","4","0","4","2","1","1","nan","0"
